EDA,Time,Artifact
0.02198515001561021,87.75,1
0.021927833554059147,88.0,1
0.021300379750911844,88.25,1
0.020973159637908655,88.5,1
0.020568022960513906,88.75,1
0.01961788835113563,89.0,1
0.019389112379914187,89.25,1
0.019615209248362603,89.5,1
0.018814035673819743,89.75,1
0.018781603479948922,90.0,1
0.019512938649453953,90.25,1
0.02019052668571259,90.5,1
0.021868979304505924,90.75,1
0.02046257938512255,91.0,1
0.016688841331831995,91.25,1
0.015307041598669606,91.5,1
0.014904977812457108,91.75,1
0.01431698867724521,92.0,1
0.013744695177324429,92.25,1
0.014598883962751384,92.5,1
0.015834741146087006,92.75,1
0.01575548020071888,93.0,1
0.016826175202985315,93.25,1
0.01857452450542282,93.5,1
0.0193272109954205,93.75,1
0.0186216849843556,94.0,1
0.016726771165256418,94.25,1
0.01652272393816769,94.5,1
0.016752244807322264,94.75,1
0.015579259803079505,95.0,1
0.016351229422114998,95.25,1
0.017196802845701447,95.5,1
0.015386621707853982,95.75,1
0.015387107065267984,96.0,1
0.01727481206285184,96.25,1
0.017498442906881528,96.5,1
0.01736946604520469,96.75,1
0.017749242982773174,97.0,1
0.01821510190494914,97.25,1
0.018905395957586824,97.5,1
0.019349526460932156,97.75,1
0.019551228541156672,98.0,1
0.019574571290989076,98.25,1
0.019315858551107266,98.5,1
0.018870890300876866,98.75,1
0.018441304010434097,99.0,1
0.01800890799433951,99.25,1
0.01763319092957572,99.5,1
0.017409164749872707,99.75,1
0.017115155570204637,100.0,1
0.01696524629429042,100.25,1
0.016900471671048807,100.5,1
0.016759788735410855,100.75,1
0.016670122852049416,101.0,1
0.016451062973570917,101.25,1
0.016281758113918156,101.5,1
0.016240382391018097,101.75,1
0.016127572555130993,102.0,1
0.016064591236899503,102.25,1
0.016297152603229084,102.5,1
0.0167904369003066,102.75,1
0.017159888338179587,103.0,1
0.017197382349467744,103.25,1
0.017030120484781655,103.5,1
0.016841916245737696,103.75,1
0.016502797430093266,104.0,1
0.016218960822205884,104.25,1
0.01609149448321475,104.5,1
0.01591749728800794,104.75,1
0.016055241602603732,105.0,1
0.015955340132769797,105.25,1
0.015520777767307984,105.5,1
0.015617961067363061,105.75,1
0.015855003178401675,106.0,1
0.01547583497823915,106.25,1
0.014512941111915326,106.5,1
0.013701968895709656,106.75,1
0.014173098758654839,107.0,1
0.015893740234576875,107.25,1
0.01595178905506142,107.5,1
0.014468157103693171,107.75,1
0.014926900390184633,108.0,1
0.016030620330300623,108.25,1
0.014758717516112177,108.5,1
0.013381557780924288,108.75,1
0.013492834855610387,109.0,1
0.011891609578954847,109.25,1
0.009873244195133376,109.5,1
0.009300727263942701,109.75,1
0.009101586373545459,110.0,1
0.00936734056967755,110.25,1
0.00926633049922926,110.5,1
0.00925711449075097,110.75,1
0.009283659609079929,111.0,1
0.008846348012407836,111.25,1
0.008732429449927168,111.5,1
0.008794448013132856,111.75,1
0.008887010263438102,112.0,1
0.008292318677104,112.25,1
0.007880718803778091,112.5,1
0.0074543899318189055,112.75,1
0.007220435264328976,113.0,1
0.008969613100580505,113.25,1
0.00929550324038175,113.5,1
0.008686347784874811,113.75,1
0.008931021117546883,114.0,1
0.008262115438511922,114.25,1
0.007918981021088501,114.5,1
0.007833309550750947,114.75,1
0.0076475808456165474,115.0,1
0.007310122446322541,115.25,1
0.00780309294012759,115.5,1
0.008340435436351925,115.75,1
0.007213520341872667,116.0,1
0.006941748457558252,116.25,1
0.005857045150651765,116.5,1
0.004867760098499275,116.75,1
0.0056625297790399935,117.0,1
0.0059649260493553884,117.25,1
0.0061335421542350185,117.5,1
0.0077189411440182305,117.75,1
0.012802023380096667,118.0,1
0.01631644512738924,118.25,1
0.016175004108655782,118.5,1
0.01611508440989529,118.75,1
0.015668435904949353,119.0,1
0.015122515434454906,119.25,1
0.014918830080645148,119.5,1
0.015427467102586426,119.75,1
0.016034990910592066,120.0,1
0.016363535605496582,120.25,1
0.016171389569467228,120.5,1
0.01471195291157981,120.75,1
0.013917644926267674,121.0,1
0.013338686338921874,121.25,1
0.013692957163030595,121.5,1
0.014122619928779605,121.75,1
0.012687260811612125,122.0,1
0.014131367121243842,122.25,1
0.015399522620224837,122.5,1
0.014936079299770382,122.75,1
0.01462223452318037,123.0,1
0.011618855756685233,123.25,1
0.010257275375035641,123.5,1
0.008564267423127147,123.75,1
0.008821222184124686,124.0,1
0.009878732433149443,124.25,1
0.008120164854999671,124.5,1
0.014037587764454946,124.75,1
0.01619794198273116,125.0,1
0.015225410065924993,125.25,1
0.015451824374157406,125.5,1
0.012610337918613063,125.75,1
0.010955661064449049,126.0,1
0.006605983602816847,126.25,1
0.009947039367510856,126.5,1
0.006233009066331492,126.75,1
0.005774376764467944,127.0,1
0.0052758058260781275,127.25,1
0.0,127.5,1
0.016638057196754447,127.75,1
0.029904100484698187,128.0,1
0.06891653682600542,128.25,1
0.05744843584308744,128.5,1
0.03221946406098136,128.75,1
0.036602742238084955,129.0,1
0.04691633930728078,129.25,1
0.372600108393493,129.5,1
0.6871630650723289,129.75,1
0.530505418706881,130.0,1
0.27632929154619595,130.25,1
0.18514862370306454,130.5,1
0.1835179025610069,130.75,1
0.17188520220533057,131.0,1
0.09880300941797336,131.25,1
0.11718118431380864,131.5,1
0.22783655848936363,131.75,1
0.181965370331254,132.0,1
0.07928210484042632,132.25,1
0.0690060551527258,132.5,1
0.04614552909042537,132.75,1
0.03789475212520908,133.0,1
0.08140966573109017,133.25,1
0.10802217585184751,133.5,1
0.10606661205539786,133.75,1
0.0969449874614718,134.0,1
0.08919473683798365,134.25,1
0.09174612786161561,134.5,1
0.09758443890225822,134.75,1
0.11937465111012342,135.0,1
0.1490048459409019,135.25,1
0.17344432166694326,135.5,1
0.17589660054538192,135.75,1
0.14853925613247512,136.0,1
0.15861000976727893,136.25,1
0.15130815929336472,136.5,1
0.1480825232583261,136.75,1
0.14808594927734464,137.0,1
0.12082566539133285,137.25,1
0.19730712044060564,137.5,1
0.2050295978541665,137.75,1
0.13855459093906589,138.0,1
0.09425667324979697,138.25,1
0.1687008950457451,138.5,1
0.4196605011498531,138.75,1
0.4981898902175306,139.0,1
0.5023826218136341,139.25,1
0.5434104848429677,139.5,1
0.5345237288011121,139.75,1
0.5490421490951012,140.0,1
0.5629552207737089,140.25,0
0.5857796620168505,140.5,0
0.5786902589967894,140.75,0
0.5706598423103075,141.0,0
0.5862150370386058,141.25,0
0.5805927735234256,141.5,0
0.5837594601473662,141.75,0
0.5832115203543026,142.0,0
0.5820805910383238,142.25,0
0.5830691987275743,142.5,0
0.5806580302335345,142.75,0
0.5847322295483446,143.0,0
0.5841233402486676,143.25,0
0.5867412708099841,143.5,0
0.589014258716835,143.75,0
0.5833159494727158,144.0,0
0.5784904078814556,144.25,0
0.5769213248616714,144.5,0
0.5763988606246749,144.75,0
0.5777500782349223,145.0,0
0.580338960456726,145.25,0
0.5780125350182133,145.5,0
0.5747720641762394,145.75,0
0.5717426977959617,146.0,0
0.5678606511467181,146.25,0
0.5660786062612242,146.5,0
0.5640231390416935,146.75,0
0.5621507042466102,147.0,0
0.5605186397610542,147.25,0
0.5595214333506535,147.5,0
0.5615123774573643,147.75,0
0.567163490089673,148.0,0
0.5729234235775946,148.25,0
0.5754387879137159,148.5,0
0.5755961236016001,148.75,0
0.5736922063116389,149.0,0
0.572274754768337,149.25,0
0.5704924936158592,149.5,0
0.5671896381124474,149.75,0
0.5649439698632164,150.0,0
0.563049192963504,150.25,0
0.5611428682326963,150.5,0
0.5601247746916063,150.75,0
0.5606613156618075,151.0,0
0.5602885856796471,151.25,0
0.5588833537613583,151.5,0
0.5579724094531806,151.75,0
0.5560835024801561,152.0,0
0.5550775324954696,152.25,0
0.5541290697076413,152.5,0
0.5527012785634245,152.75,0
0.5522751072415377,153.0,0
0.5513485712211088,153.25,0
0.5507361367846727,153.5,0
0.5504825774301284,153.75,0
0.5510829013283269,154.0,0
0.5530431903857737,154.25,0
0.5543516759190575,154.5,0
0.5548366671244155,154.75,0
0.5544511866862915,155.0,0
0.5529835955826415,155.25,0
0.5515323779326295,155.5,0
0.5501350779315634,155.75,0
0.5478839399011654,156.0,0
0.5465550236978219,156.25,0
0.5458897038366345,156.5,0
0.5449975460759379,156.75,0
0.5454965461948371,157.0,0
0.545137758933798,157.25,0
0.5445596454846563,157.5,0
0.5452067211423793,157.75,0
0.5453275744480232,158.0,0
0.5462152333144712,158.25,0
0.5481399981043915,158.5,0
0.5499662525023058,158.75,0
0.5507532270625215,159.0,0
0.5506856472269879,159.25,0
0.5513418918018831,159.5,0
0.5523266772461616,159.75,0
0.5521769405350664,160.0,0
0.5512876081938636,160.25,0
0.5509911501090324,160.5,0
0.5505180670450573,160.75,0
0.5486866630084867,161.0,0
0.5459249793129359,161.25,0
0.5439815558413593,161.5,0
0.5428482131397742,161.75,0
0.5411700363643317,162.0,0
0.539873460871716,162.25,0
0.5393934832939024,162.5,0
0.5389951882065767,162.75,0
0.5373747212269815,163.0,0
0.5377176493599921,163.25,0
0.5446340788015891,163.5,0
0.5515977367544984,163.75,0
0.5535562787796335,164.0,0
0.5531585860200168,164.25,0
0.5507941265547068,164.5,0
0.5475876601457864,164.75,0
0.5447193340961163,165.0,0
0.5421475784855643,165.25,0
0.5404948315615078,165.5,0
0.5390596178850424,165.75,0
0.5370306916701973,166.0,0
0.5347718163416334,166.25,0
0.5330806201244924,166.5,0
0.5314590056114677,166.75,0
0.5293187423446984,167.0,0
0.527373926956528,167.25,0
0.5255155089172936,167.5,0
0.5240748101262962,167.75,0
0.5234359166758439,168.0,0
0.5225656908450512,168.25,0
0.5218150715075011,168.5,0
0.5215242986262091,168.75,0
0.5226451949827002,169.0,0
0.5287262052527022,169.25,0
0.5389002143218767,169.5,0
0.5477508182561386,169.75,0
0.5528662376763285,170.0,0
0.5542996149687367,170.25,0
0.5521561418189268,170.5,0
0.5481583009482458,170.75,0
0.5454903800281812,171.0,0
0.544800574869619,171.25,0
0.543616712766797,171.5,0
0.5415569782009008,171.75,0
0.538997635171435,172.0,0
0.5354722364273218,172.25,0
0.5326984955510979,172.5,0
0.5299722775207026,172.75,0
0.5266418148619212,173.0,0
0.5246788499907648,173.25,0
0.5231498976081711,173.5,0
0.5216721195027195,173.75,0
0.5216201254650641,174.0,0
0.5231336301073635,174.25,0
0.5244806142661659,174.5,0
0.524061007930476,174.75,0
0.5229099894563233,175.0,0
0.5214828358670613,175.25,0
0.519712474408499,175.5,0
0.5188411502406877,175.75,0
0.5185174660082964,176.0,0
0.5179065744993459,176.25,0
0.517253928093008,176.5,0
0.5166659249033358,176.75,0
0.516106908201143,177.0,0
0.5155115212523402,177.25,0
0.5150039705452586,177.5,0
0.5147467627773504,177.75,0
0.5145067553695607,178.0,0
0.5139290216297935,178.25,0
0.5134467312351453,178.5,0
0.5132635787996553,178.75,0
0.5130490146865821,179.0,0
0.5130416864326088,179.25,0
0.5129911548558147,179.5,0
0.5125411586042177,179.75,0
0.51186968959735,180.0,0
0.5109597119751252,180.25,0
0.5100611700121431,180.5,0
0.5093103208262058,180.75,0
0.5085331245807693,181.0,0
0.5080394206373955,181.25,0
0.5073719400301169,181.5,0
0.5063869096884429,181.75,0
0.5057761204180341,182.0,0
0.5053473997195165,182.25,0
0.5051741322457043,182.5,0
0.5050280265807159,182.75,0
0.5045424402247759,183.0,0
0.5042023420510463,183.25,0
0.5039983880325055,183.5,0
0.5045818568557565,183.75,0
0.5068000377427444,184.0,0
0.510972380924495,184.25,0
0.5178885976160703,184.5,0
0.525565218364006,184.75,0
0.5306838732362054,185.0,0
0.5330548336278308,185.25,0
0.5324895601360964,185.5,0
0.5292847689007997,185.75,0
0.5258541038908219,186.0,0
0.5219156232732236,186.25,0
0.5175519787765395,186.5,0
0.5141320314903339,186.75,0
0.510924938639585,187.0,0
0.508440379364101,187.25,0
0.5068261296623295,187.5,0
0.5051742627281655,187.75,0
0.5035634800686274,188.0,0
0.5023643515089172,188.25,0
0.5013574518258906,188.5,0
0.5001016227536934,188.75,0
0.49947154331382315,189.0,0
0.4989291411794945,189.25,0
0.4982572726628213,189.5,0
0.49812658432683965,189.75,0
0.4979429720606389,190.0,0
0.49908772286752434,190.25,0
0.5019963984020793,190.5,0
0.5046644802787424,190.75,0
0.5061905130641335,191.0,0
0.5100077776415535,191.25,0
0.5186326686081512,191.5,0
0.526581422859133,191.75,0
0.5296709073626291,192.0,0
0.5303954292855999,192.25,0
0.5296622397432657,192.5,0
0.5258900782359803,192.75,0
0.5207595368085697,193.0,0
0.5166807787999209,193.25,0
0.5140592591676504,193.5,0
0.5139690660312879,193.75,0
0.5157528359217607,194.0,0
0.5163212242218614,194.25,0
0.5152861290172431,194.5,0
0.5135307504731138,194.75,0
0.5107726467999371,195.0,0
0.5080163936268326,195.25,0
0.505979530294028,195.5,0
0.5043801768054295,195.75,0
0.5031789895804436,196.0,0
0.5020794056768798,196.25,0
0.5013805292180279,196.5,0
0.5010720835455478,196.75,0
0.5010306537740239,197.0,0
0.5019570421259724,197.25,0
0.5038620204091881,197.5,0
0.5061175129060433,197.75,0
0.5074791753342508,198.0,0
0.5071292173677557,198.25,0
0.5062115946732574,198.5,0
0.5047886775640018,198.75,0
0.5027770413232218,199.0,0
0.5013830729572968,199.25,0
0.5000598193559198,199.5,0
0.4988899886637231,199.75,0
0.4983161176192997,200.0,0
0.49765911201656443,200.25,0
0.4973673173696531,200.5,0
0.498473729637895,200.75,0
0.5020643342539921,201.0,0
0.5061896300182213,201.25,0
0.5076818602176676,201.5,0
0.5075773817630322,201.75,0
0.5066246474101983,202.0,0
0.5044707071763644,202.25,0
0.5023031818176272,202.5,0
0.5006376103976864,202.75,0
0.49922532262298247,203.0,0
0.49821740796668945,203.25,0
0.49752220301805267,203.5,0
0.49703741132956836,203.75,0
0.49911908155842133,204.0,0
0.5049003823426478,204.25,0
0.5112964383762318,204.5,0
0.515663202024309,204.75,0
0.5174711090296088,205.0,0
0.5173519722335848,205.25,0
0.5155870450375685,205.5,0
0.5122775392446003,205.75,0
0.5088495964110759,206.0,0
0.505948472925552,206.25,0
0.5034799342376123,206.5,0
0.5015235905730174,206.75,0
0.4998165020591122,207.0,0
0.4987329696810037,207.25,0
0.4982948878585435,207.5,0
0.4979887899553064,207.75,0
0.4977476587487105,208.0,0
0.49720490015306157,208.25,0
0.496329568000661,208.5,0
0.49563453967305526,208.75,0
0.495106441916261,209.0,0
0.49460326035969276,209.25,0
0.49409626654831745,209.5,0
0.4933362500023049,209.75,0
0.49264063972852024,210.0,0
0.49225472692178684,210.25,0
0.4915421086079291,210.5,0
0.4909408567969898,210.75,0
0.4906343020501456,211.0,0
0.4900122760120037,211.25,0
0.48963533882040183,211.5,0
0.4890798385726715,211.75,0
0.4887393975487864,212.0,0
0.4889233165943659,212.25,0
0.48813712542511223,212.5,0
0.48751555006189456,212.75,0
0.48834107652677045,213.0,0
0.4910086782801495,213.25,0
0.49528734666428215,213.5,0
0.49947663289529026,213.75,0
0.5034038876760835,214.0,0
0.507109616283881,214.25,0
0.5097669588165774,214.5,0
0.5114348669834529,214.75,0
0.5119559917215027,215.0,0
0.5120274802264609,215.25,0
0.516050088084889,215.5,0
0.5235644527282832,215.75,0
0.5284524947780956,216.0,0
0.5296980722696226,216.25,0
0.5280790250984109,216.5,0
0.5238228022040304,216.75,0
0.5187488921299758,217.0,0
0.5137734023291473,217.25,0
0.5095714014888246,217.5,0
0.5061246215766843,217.75,0
0.503089455729518,218.0,0
0.5010457835322218,218.25,0
0.4996701102519313,218.5,0
0.4987616165237139,218.75,0
0.49826678675627656,219.0,0
0.49733304908578785,219.25,0
0.4963054788388326,219.5,0
0.49557703419432875,219.75,0
0.4944803266269077,220.0,0
0.49353183914161947,220.25,0
0.49297232177889955,220.5,0
0.4923413187344201,220.75,0
0.49278920022692024,221.0,0
0.49448892956964097,221.25,0
0.4960812896192229,221.5,0
0.4967727483121802,221.75,0
0.4964494937373794,222.0,0
0.4958223325876024,222.25,0
0.4952179161122327,222.5,0
0.49479054796366756,222.75,0
0.4942280016542194,223.0,0
0.49366736379271825,223.25,0
0.49318392587072224,223.5,0
0.49224738842155696,223.75,0
0.49158959319295176,224.0,0
0.490348641315828,224.25,0
0.49024846338311456,224.5,0
0.49216839763492254,224.75,0
0.49234732130907133,225.0,0
0.491970398733762,225.25,0
0.4920354116092759,225.5,0
0.4920806820254848,225.75,0
0.49228780051872206,226.0,0
0.4915956595565349,226.25,0
0.49103786854592063,226.5,0
0.49052221387837763,226.75,0
0.48976664758774124,227.0,0
0.4893485894334271,227.25,0
0.4888259782228047,227.5,0
0.488647920947147,227.75,0
0.4889288024271591,228.0,0
0.48961428163107035,228.25,0
0.4906263729861547,228.5,0
0.4911323947746905,228.75,0
0.49103490044849396,229.0,0
0.49057038920233437,229.25,0
0.48974803748498696,229.5,0
0.48893722512729654,229.75,0
0.48832905570480645,230.0,0
0.48763706876382173,230.25,0
0.4871036077642887,230.5,0
0.48719909628927466,230.75,0
0.4879315814635999,231.0,0
0.48902207022133204,231.25,0
0.48967709306382107,231.5,0
0.4895262091545056,231.75,0
0.4889681104142347,232.0,0
0.4880502748169755,232.25,0
0.48727557500735763,232.5,0
0.4867196028766076,232.75,0
0.4857158453759483,233.0,0
0.4851129386366302,233.25,0
0.48501977701502985,233.5,0
